STUDENT,YEAR,COURSE,SCHOOL YR,SEMESTER,LECTURE DAYS,LECTURE HRS,DISCUSSION DAY,DISCUSSION HR,PS 1,PS 2,PS 3,LE1,LE2,LE3,LE4,Fi0l Grade,Numerical,,,,,,,,,,
365,2024,BS CoE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,25,26,29,25,22,22,23,81.21,1.5,,,,,,,,,,
366,2024,BS CoE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,29,28,28,29,29,29,30,97.16,1,,,,,,,,,,
367,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,23,27,27,23,17,14,21,74.19,2,,,,,,,,,,
368,2024,BS CoE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,23,20,26,27,23,17,26,84.39,1.5,,,,,,,,,,
369,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,30,30,30,28,25,21,24,89.03,1.25,,,,,,,,,,
370,2024,BS ECE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,25,26,28,22,15,17,13,66.33,2.25,,,,,,,,,,
371,2024,BS CoE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,27,26,29,25,20,20,26,80.74,1.5,,,,,,,,,,
372,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,24,22,29,19,15,15,19,67.13,2.25,,,,,,,,,,
373,2024,BS ECE,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,21,11,23,18,14,11,6,54.89,3,,,,,,,,,,
374,2024,BS ME,2024-2025,1st,"W,F",10:00-11:30,T,10:15-11:15,29,28,28,22,19,23,23,80.38,1.5,,,,,,,,,,
375,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,28,26,28,27,23,17,25,86.61,1.25,,,,,,,,,,
376,2024,BS CoE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,21,18,24,18,23,13,0,67,2.25,,,,,,,,,,
377,2024,BS MatE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,26,28,29,15,18,17,0,65.89,2.25,,,,,,,,,,
378,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,28,22,23,17,17,12,12,61.44,2.5,,,,,,,,,,
379,2024,BS MatE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,29,28,29,21,14,16,20,72.06,2,,,,,,,,,,
380,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,26,27,29,17,14,15,12,62.44,2.5,,,,,,,,,,
381,2024,BS MatE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,26,26,28,19,16,17,0,66.59,2.25,,,,,,,,,,
382,2024,BS MatE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,29,28,30,19,13,15,11,63.83,2.5,,,,,,,,,,
383,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,21,26,28,19,17,15,16,66.67,2.25,,,,,,,,,,
384,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,25,26,27,20,21,17,16,72,2,,,,,,,,,,
385,2024,BS EE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,27,25,27,24,15,20,17,74.61,2,,,,,,,,,,
386,2024,BS MatE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,25,21,30,17,10,9,0,53.13,3,,,,,,,,,,
387,2024,BS ECE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,25,23,21,23,18,17,17,71,2,,,,,,,,,,
388,2024,BS MatE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,21,11,14,20,14,16,0,61.34,2.5,,,,,,,,,,
389,2024,BS CoE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,18,21,24,22,13,17,18,69.5,2.25,,,,,,,,,,
390,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,27,26,28,23,18,18,15,73.17,2,,,,,,,,,,
391,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,21,11,0,11,10,9,0,42.61,5,,,,,,,,,,
392,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,27,26,29,23,23,20,26,84.11,1.5,,,,,,,,,,
393,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,23,19,23,11,21,16,7,62.22,2.5,,,,,,,,,,
394,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,27,25,28,12,15,17,17,64.72,2.5,,,,,,,,,,
395,2024,BS MatE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,29,27,28,19,16,14,11,65.17,2.25,,,,,,,,,,
396,2024,BS MatE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,24,21,30,15,14,16,12,60.62,2.5,,,,,,,,,,
397,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,15,22,23,12,17,11,12,55.6,2.75,,,,,,,,,,
398,2024,BS GE,2024-2025,1st,"W,F",11:30-1:00,F,11:45-12:45,25,23,24,13,13,14,10,56.33,2.75,,,,,,,,,,
399,2024,BS CoE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,28,24,25,20,13,15,14,63.96,2.5,,,,,,,,,,
400,2024,BS GE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,27,25,15,13,14,14,17,59.88,2.75,,,,,,,,,,
401,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,27,24,26,18,14,16,18,66.89,2.25,,,,,,,,,,
402,2024,BS GE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,28,29,23,21,11,16,21,72.22,2,,,,,,,,,,
403,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,21,21,21,21,19,21,22,75.33,1.75,,,,,,,,,,
404,2024,BS GE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,26,25,24,12,6,7,9,46.38,4,,,,,,,,,,
405,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,24,26,29,17,15,14,18,65.42,2.25,,,,,,,,,,
406,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,25,22,22,20,16,17,20,70.17,2,,,,,,,,,,
407,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,28,21,23,22,18,19,21,74.67,2,,,,,,,,,,
408,2024,BS GE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,27,25,26,18,15,18,15,66.17,2.25,,,,,,,,,,
409,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,25,24,23,22,20,15,21,74.3,2,,,,,,,,,,
410,2024,BS GE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,24,27,23,20,14,14,16,64.89,2.5,,,,,,,,,,
411,2024,BS GE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,27,28,25,19,18,16,19,70.56,2,,,,,,,,,,
412,2024,BS CoE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,20,26,24,27,16,24,26,86.94,1.25,,,,,,,,,,
413,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,20,24,27,21,16,15,13,65.32,2.25,,,,,,,,,,
414,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,25,23,23,20,15,15,19,67.89,2.25,,,,,,,,,,
415,2024,BS GE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,25,28,23,15,18,16,20,68.44,2.25,,,,,,,,,,
416,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,24,20,25,21,16,9,12,63.5,2.5,,,,,,,,,,
417,2024,BS GE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,24,20,16,24,20,17,22,76.67,1.75,,,,,,,,,,
418,2024,BS CoE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,2,22,26,15,14,15,15,58.06,2.75,,,,,,,,,,
419,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,28,22,25,19,14,18,23,73.33,2,,,,,,,,,,
420,2024,BS CoE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,23,22,20,20,17,13,14,64.72,2.5,,,,,,,,,,
421,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,5,14,14,0,6,12,10,39.82,5,,,,,,,,,,
422,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,25,24,29,20,16,23,0,71.77,2,,,,,,,,,,
423,2024,BS EM,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,19,18,23,15,12,10,0,52.09,3,,,,,,,,,,
424,2024,BS GE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,24,22,25,23,18,16,0,70.39,2,,,,,,,,,,
425,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,24,23,22,16,12,15,13,59.33,2.75,,,,,,,,,,
426,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,3,21,26,20,18,17,23,71.39,2,,,,,,,,,,
427,2024,BS IE,2024-2025,1st,"W,F",2:30-4:00,F,2:45-3:45,20,24,20,26,23,16,23,82.11,1.5,,,,,,,,,,
